"id","code","name"
insurance_job_0626, 200200, Prime Minister
insurance_job_0627, 200300, Chairman of the People's Assembly
insurance_job_0628, 200400, Chairman of the Shura Council
insurance_job_0629, 200500, Deputy Prime Minister
insurance_job_0630, 200600, Minister
insurance_job_0631, 200700, State Minister
insurance_job_0632, 200800, governor
insurance_job_0633, 201200, State Council member legislation
insurance_job_0634, 201900, Legislators - Others
insurance_job_0635, 202100, Head of sectors in the public sector
insurance_job_0636, 202200, Head of a central administration (Ministry Undersecretary)
insurance_job_0637, 202300, A director of public interest or administration
insurance_job_0638, 202390, Library manager
insurance_job_0639, 202400, Secretary General - Secretary General
insurance_job_0640, 202410, Secretary - Executive
insurance_job_0641, 202420, Executive Director
insurance_job_0642, 202421, Architectural model manager
insurance_job_0643, 202460, Editorial Discipline
insurance_job_0644, 202470, Engineering software planner
insurance_job_0645, 202480, Program manager
insurance_job_0646, 202490, Manager
insurance_job_0647, 202500, Head of the Department
insurance_job_0648, 202510, Company manager
insurance_job_0649, 202520, Office Manager
insurance_job_0650, 202530, Director of the Chairman’s Office
insurance_job_0651, 202540, Director of the Office of the Managing Director
insurance_job_0652, 202550, Director of the Sector Head Office
insurance_job_0653, 202600, City Council Chairman
insurance_job_0654, 202700, Village Council President
insurance_job_0655, 202900, Administrative administrators in the government
insurance_job_0656, 203000, General Monitor
insurance_job_0657, 203100, Observer quality
insurance_job_0658, 203200, Financial watchdog
insurance_job_0659, 203210, Observer and anti-money laundering official
insurance_job_0660, 203300, Safe watch out
insurance_job_0661, 203400, Tester quality
insurance_job_0662, 203500, Cost Controller
insurance_job_0663, 203600, Watch out for the time
insurance_job_0664, 203700, Watched
insurance_job_0665, 203710, Watch out for tanks
insurance_job_0666, 203800, Occupational Safety and Health Monitor
insurance_job_0667, 204200, Great
insurance_job_0668, 204210, Chief Accountant
insurance_job_0669, 204220, Senior auditors
insurance_job_0670, 204230, Chief Lawyer
insurance_job_0671, 204240, Chief Specialist
insurance_job_0672, 204250, Chief Researcher
insurance_job_0673, 204260, Great book
insurance_job_0674, 204300, Chief technician
insurance_job_0675, 204400, Senior Technical Supervisor
insurance_job_0676, 204500, Security investigator
insurance_job_0677, 204800, Adviser
insurance_job_0678, 204810, Technical services adviser
insurance_job_0679, 204900, Sharia advisor
insurance_job_0680, 205000, The first human resources consultant
insurance_job_0681, 206000, Tax consultant
insurance_job_0682, 206100, Information Technology Consultant
insurance_job_0683, 206200, Control Consultant
insurance_job_0684, 206300, An expert
insurance_job_0685, 206400, Economist
insurance_job_0686, 206500, Product development expert
insurance_job_0687, 206600, Director of the Development Department
insurance_job_0688, 207000, Inspector
insurance_job_0689, 207100, Production Inspector
insurance_job_0690, 208900, President
insurance_job_0691, 209000, Chief Operations
insurance_job_0692, 209900, University's president
insurance_job_0693, 210000, Chairman of the Board of Trustees
insurance_job_0694, 210040, Dean
insurance_job_0695, 210050, Dean of the Institute
insurance_job_0696, 210100, University assistant teacher
insurance_job_0697, 210150, Assistant Dean
insurance_job_0698, 211000, Member of the Board of Trustees
insurance_job_0699, 211200, Chairman of the Board of Directors of a public corporation
insurance_job_0700, 211300, Chairman of the Board of Directors of a public body
insurance_job_0701, 211400, Chairman of the Board of Directors of the company
insurance_job_0702, 211500, General manager of a public institution
insurance_job_0703, 211600, Director General of the General Authority
insurance_job_0704, 211690, Sales General Manager
insurance_job_0705, 211700, General manager of a company or department
insurance_job_0706, 211710, General Director of Administrative Affairs
insurance_job_0707, 211711, General Director of Financial Affairs
insurance_job_0708, 211712, Inspection Director General
insurance_job_0709, 211713, General Director of Legal Affairs
insurance_job_0710, 211720, General manager of financial and administrative affairs
insurance_job_0711, 211730, Director general
insurance_job_0712, 211731, General Director of Security
insurance_job_0713, 211740, Quality General Manager
insurance_job_0714, 211750, Deputy General Manager
insurance_job_0715, 211790, Managing Director
insurance_job_0716, 211800, Delegated board member
insurance_job_0717, 211810, Member of the Board of Directors and General Manager
insurance_job_0718, 211820, Member of the Board of Directors
insurance_job_0719, 211880, Sectional Head
insurance_job_0720, 211881, Head of the implementation sectors
insurance_job_0721, 211882, Head of the financial and legal sectors
insurance_job_0722, 211890, Head of sector
insurance_job_0723, 211900, Head of the financial and administrative sector
insurance_job_0724, 211910, Head of the Marketing Sector
insurance_job_0725, 211920, Head of the Industry Sector
insurance_job_0726, 211930, Head of the Human Resources Sector
insurance_job_0727, 211940, Deputy
insurance_job_0728, 211950, Sector Vice President
insurance_job_0729, 211960, Vice President of a company
insurance_job_0730, 211980, Deputy Chief Secretary
insurance_job_0731, 211990, Vice Chancellor
insurance_job_0732, 212000, Vice Chairman of the Board of Directors
insurance_job_0733, 212030, regional manager
insurance_job_0734, 212090, Medical District Director
insurance_job_0735, 212110, managing director
insurance_job_0736, 212200, Maintenance manager
insurance_job_0737, 212300, Sales Manager
insurance_job_0738, 212310, Purchasing and Logistics Director
insurance_job_0739, 212400, Director of Public Relations
insurance_job_0740, 212410, relation's director
insurance_job_0741, 212420, Media Director
insurance_job_0742, 212490, E-Marketing Director
insurance_job_0743, 212500, Marketing director
insurance_job_0744, 212600, Director of Purchases Department
insurance_job_0745, 212700, Store Manager
insurance_job_0746, 212800, Director of Contracts Department
insurance_job_0747, 212900, Director of the Export Department
insurance_job_0748, 212910, Risk Management Director
insurance_job_0749, 212920, Director of the Foreign Markets Department
insurance_job_0750, 212930, Director of the electronic trading department
insurance_job_0751, 213100, Director of Quality Control Department
insurance_job_0752, 213190, Director of the Drilling Department
insurance_job_0753, 213200, A manager alone in a financial facility
insurance_job_0754, 213210, Finance manager
insurance_job_0755, 213211, Investment manager
insurance_job_0756, 213220, Director of the Department of Import and Export
insurance_job_0757, 213230, Regional Director
insurance_job_0758, 213231, Regional Director for Human Resources
insurance_job_0759, 213240, Factory manager
insurance_job_0760, 213300, A manager alone or a branch manager
insurance_job_0761, 213400, A manager alone in an insurance facility
insurance_job_0762, 214200, A manager alone in the transportation business
insurance_job_0763, 214300, A manager alone in transportation
insurance_job_0764, 214400, A manager alone in warehousing
insurance_job_0765, 214500, Legal Affairs Director
insurance_job_0766, 214510, Cases Management Director
insurance_job_0767, 215000, Security Director
insurance_job_0768, 215100, Industrial Security Director
insurance_job_0769, 216000, Director of the cameras and internal control department
insurance_job_0770, 218000, Computer Center Director
insurance_job_0771, 218100, IT manager
insurance_job_0772, 218850, Financial Sector Director
insurance_job_0773, 218860, Administrative Sector Director
insurance_job_0774, 218870, Director of the Training and Development Sector
insurance_job_0775, 218880, Sector Director
insurance_job_0776, 218890, Legal Affairs Sector Director
insurance_job_0777, 218900, Human Resources Director
insurance_job_0778, 219000, Director of Personnel Affairs (Director of Human Resources.)
insurance_job_0779, 219060, Operations Development Specialist
insurance_job_0780, 219070, Operations port
insurance_job_0781, 219080, Operations Analyst
insurance_job_0782, 219090, financial analyst
insurance_job_0783, 219100, Financial Manager
insurance_job_0784, 219110, Director of financial and administrative
insurance_job_0785, 219120, Budget Specialist
insurance_job_0786, 219140, Client account manager
insurance_job_0787, 219150, Account Manager
insurance_job_0788, 219160, Audit Manager
insurance_job_0789, 219200, Planning and follow-up manager
insurance_job_0790, 219300, Commercial manager -except for wholesale establishments
insurance_job_0791, 219400, Manager or administrative supervisor
insurance_job_0792, 219410, Deputy Director of Administration
insurance_job_0793, 219420, Assistant
insurance_job_0794, 219421, Assistant Director
insurance_job_0795, 219422, assistant of a general manager
insurance_job_0796, 219423, Assistant Director of the Cameras and Internal Control Department
insurance_job_0797, 219424, Assistant head of a company
insurance_job_0798, 219430, Coordinator
insurance_job_0799, 219440, Customer Service Representative
insurance_job_0800, 219450, Technical Manager
insurance_job_0801, 219460, Director of Marketing Research and Studies
insurance_job_0802, 219470, customer service supervisor
insurance_job_0803, 219480, Lab manager
insurance_job_0804, 219490, Customer Service Manager
insurance_job_0805, 219500, projects manager
insurance_job_0806, 219510, Director of Operations
insurance_job_0807, 219590, Director of Engineering Affairs
insurance_job_0808, 219600, Industrial Relationship Manager
insurance_job_0809, 219610, Commercial consultant
insurance_job_0810, 219620, commercial representative
insurance_job_0811, 219630, economic consultant
insurance_job_0812, 219640, financial consultant
insurance_job_0813, 219650, Marketing and media consultant
insurance_job_0814, 219660, Master discipline information
insurance_job_0815, 219670, Political analyst
insurance_job_0816, 219680, Marketing Analyst
insurance_job_0817, 219690, Securities analyst
insurance_job_0818, 219700, Contractor - contracting business manager
insurance_job_0819, 219800, Real estate manager of lands or buildings
insurance_job_0820, 219900, Other business managers
insurance_job_0821, 230000, Head of the tickets reservation department
insurance_job_0822, 300000, Unit head
insurance_job_0823, 300100, The head alone is clerical
insurance_job_0824, 310100, Responsible
insurance_job_0825, 310110, Shipping official
insurance_job_0826, 310120, Money Laundering Officer
insurance_job_0827, 310130, Official responsible for his request
insurance_job_0828, 310140, Responsible Discipline
insurance_job_0829, 310150, Marketing Officer
insurance_job_0830, 310160, Operating Officer
insurance_job_0831, 310170, Party Officer
insurance_job_0832, 310190, E-trading department employee
insurance_job_0833, 310200, Employee
insurance_job_0834, 310210, Administrative
insurance_job_0835, 310220, An employee in the cameras and internal control department
insurance_job_0836, 310300, Mayor - Sheikh before him
insurance_job_0837, 310400, Sheikh of a country
insurance_job_0838, 310500, registry office
insurance_job_0839, 311200, Loading and unloading clerk
insurance_job_0840, 311900, Explosive trading official
insurance_job_0841, 321100, clerk
insurance_job_0842, 321200, Shorthand
insurance_job_0843, 321300, Writer is a writer
insurance_job_0844, 321400, A writer on the telegraph
insurance_job_0845, 321500, Telegraph clerk - Morris apparatus
insurance_job_0846, 321600, Telex clerk
insurance_job_0847, 321900, Written by stenographer and typewriter
insurance_job_0848, 322200, Punching machine operator
insurance_job_0849, 322400, Card review machine operator
insurance_job_0850, 331100, Bookkeeping - General
insurance_job_0851, 331200, Notebook clerk
insurance_job_0852, 331300, Office cashier - treasurer
insurance_job_0853, 331400, ATM
insurance_job_0854, 331500, Commercial cashier
insurance_job_0855, 331600, Transfer of Emirates property
insurance_job_0856, 331700, Collector - except for transportation collectors
insurance_job_0857, 331800, Ticket cashier - except for the collectors
insurance_job_0858, 331810, Ticketing employee at a tourism company
insurance_job_0859, 331820, Airline reservation officer
insurance_job_0860, 339200, Cost clerk
insurance_job_0861, 339300, Pay clerk
insurance_job_0862, 339400, Financial affairs clerk
insurance_job_0863, 339900, Masco notebooks and cashiers
insurance_job_0864, 341108, Paper cutter
insurance_job_0865, 341200, Bookkeeping machine operator
insurance_job_0866, 341400, Calculator operator
insurance_job_0867, 342200, Card tab operator
insurance_job_0868, 342300, Card sorting machine operator
insurance_job_0869, 342400, Cards tab operator
insurance_job_0870, 342500, Computer operator
insurance_job_0871, 342600, Gas charge and supply devices operator
insurance_job_0872, 351200, Railway station warden
insurance_job_0873, 351400, Railway station associate
insurance_job_0874, 352200, Post Office Head - Post Agent
insurance_job_0875, 352400, Head of the Telegraph and Telephone Office
insurance_job_0876, 353000, Drilling rig head
insurance_job_0877, 358000, Movement leader
insurance_job_0878, 359150, Traffic inspector by road transport
insurance_job_0879, 359200, Station warden by road transportation
insurance_job_0880, 359250, Road transport inspector
insurance_job_0881, 359260, Supervisor
insurance_job_0882, 359261, General Supervisor
insurance_job_0883, 359270, maintenance supervisor
insurance_job_0884, 359280, Engineering graphics supervisor
insurance_job_0885, 359290, Civil works supervisor
insurance_job_0886, 359300, Transportation Supervisor
insurance_job_0887, 359330, Ground movement officer
insurance_job_0888, 359350, Air traffic control officer
insurance_job_0889, 359360, Shipping officer
insurance_job_0890, 359400, Aircraft relay
insurance_job_0891, 359450, Supervisor of marine transportation
insurance_job_0892, 359500, Supervisor by river transportation
insurance_job_0893, 359550, Transportation associate of goods
insurance_job_0894, 359900, Supervisors of the transportation and communications
insurance_job_0895, 360200, Train collector - a track
insurance_job_0896, 360300, Bus -tram or trolley collector
insurance_job_0897, 360400, Note a sleeping cart and a railway
insurance_job_0898, 360900, Collectors in transportation
insurance_job_0899, 370200, Faraz at a post office
insurance_job_0900, 370300, Post clerk - Postman
insurance_job_0901, 370400, Mail dispatcher
insurance_job_0902, 370500, Domestic courier
insurance_job_0903, 370600, Subscription Distributor
insurance_job_0904, 371000, Gas stove distributor
insurance_job_0905, 380200, Telephone operator
insurance_job_0906, 380300, Telephone aide - Telephone
insurance_job_0907, 380400, Telegraph Associate - Telegraphic
insurance_job_0908, 380500, Wireless operator at a ground station
insurance_job_0909, 380600, Ship wireless officer
insurance_job_0910, 380700, Airline officer
insurance_job_0911, 380800, Switch operator
insurance_job_0912, 380900, Telephone and telegraph operators
insurance_job_0913, 391300, Records clerk at stores
insurance_job_0914, 391400, Storekeeper - storekeeper
insurance_job_0915, 391410, Store Keeper Assistant
insurance_job_0916, 391500, Wazan - Qabbani
insurance_job_0917, 392200, Material Records Clerk
insurance_job_0918, 392400, Production planning clerk
insurance_job_0919, 393100, Correspondence and Reports Writer - General
insurance_job_0920, 393200, Personal Affairs Clerk
insurance_job_0921, 393300, Judicial Affairs Clerk
insurance_job_0922, 393400, Insurance business clerk
insurance_job_0923, 393500, Lawyer clerk
insurance_job_0924, 393600, Public clerk
insurance_job_0925, 393900, Written by correspondence and reports
insurance_job_0926, 394100, Receptionist - general
insurance_job_0927, 394200, Hotel receptionist
insurance_job_0928, 394300, Reception clerk at a hospital or clinic
insurance_job_0929, 394400, Tourism clerk
insurance_job_0930, 394900, Written by reception and travel organization
insurance_job_0931, 395200, His clerk
insurance_job_0932, 395400, Archives writer
insurance_job_0933, 399200, Statistics clerk
insurance_job_0934, 399250, Coding writer - coded
insurance_job_0935, 399300, Budget writer
insurance_job_0936, 399350, Tickets lender
insurance_job_0937, 399400, Print reader proof
insurance_job_0938, 399450, Meter reader
insurance_job_0939, 399500, Production clerk
insurance_job_0940, 399550, Customs broker - Facilitation
insurance_job_0941, 399900, Clerks whose professions have not been returned
insurance_job_0942, 400200, Director in wholesale trade
insurance_job_0943, 400400, Director in retail operations
insurance_job_0944, 410200, An employer and runs it in wholesale business
insurance_job_0945, 410400, Business owner and run in the retail business
insurance_job_0946, 421100, Sales Supervisor - Head of Sale
insurance_job_0947, 421200, Supervisor in a production unit
insurance_job_0948, 421300, Export supervisor
insurance_job_0949, 421700, A delegate
insurance_job_0950, 421710, Maintenance representative
insurance_job_0951, 421720, Licensing Rep
insurance_job_0952, 421730, Security representative and guards
insurance_job_0953, 421740, Bank rep
insurance_job_0954, 421750, Foreign licenses extract
insurance_job_0955, 421760, Service Representative
insurance_job_0956, 421800, Lawyer
insurance_job_0957, 421810, Department Deputy
insurance_job_0958, 421820, Management agent
insurance_job_0959, 422100, Procurement representative
insurance_job_0960, 422110, Packaged rep
insurance_job_0961, 431200, Technical seller
insurance_job_0962, 431400, Technical consultant provider for buyers
insurance_job_0963, 432200, A commercial mobile (Apollasia - sales representative)
insurance_job_0964, 432300, Distribution representative
insurance_job_0965, 432400, Factory product distribution agent
insurance_job_0966, 441200, Twin Seller Contract - Producer
insurance_job_0967, 441300, Real estate contract seller - Real estate broker
insurance_job_0968, 441400, Financial paper seller - stock broker
insurance_job_0969, 441900, Brokers selling insurance contracts
insurance_job_0970, 442200, Intermediary providing service in commercial business - Qomseongye
insurance_job_0971, 442400, Commercial broker
insurance_job_0972, 443000, Assistant Valuation Expert
insurance_job_0973, 443100, Dalal Auctions - An Auction Appraiser Expert
insurance_job_0974, 450000, Sayegh (Hawajerji)
insurance_job_0975, 451200, Seller in wholesale business
insurance_job_0976, 451300, Retailer in retail
insurance_job_0977, 451400, Mannequin Model
insurance_job_0978, 451500, Viewer of goods
insurance_job_0979, 451600, Delivery of goods sold (control)
insurance_job_0980, 451700, store worker
insurance_job_0981, 451900, Sellers and their assistants - others
insurance_job_0982, 452200, peddler
insurance_job_0983, 452300, Distributor seller - milk - bread
insurance_job_0984, 452400, Mbboui - a street vendor
insurance_job_0985, 452500, A mobile seller in the markets
insurance_job_0986, 452600, Newspaper seller
insurance_job_0987, 452700, A livestock trader in the market
insurance_job_0988, 452900, Street vendors and mobile sellers
insurance_job_0989, 490100, medical representative
insurance_job_0990, 490200, Scientific representative (propaganda)
insurance_job_0991, 490300, Medical advertising supervisor
insurance_job_0992, 490900, Other salesmen
insurance_job_0993, 500500, Confectionery
insurance_job_0994, 500600, Chef Pastry
insurance_job_0995, 501200, Restaurant Manager
insurance_job_0996, 501300, Assistant manager of a restaurant
insurance_job_0997, 501400, Hotel manager
insurance_job_0998, 501500, Deputy Hotel Manager
insurance_job_0999, 501600, Reservation manager
insurance_job_1000, 501610, Party Undertaker
insurance_job_1001, 501700, Receptionist
insurance_job_1002, 501800, Food and beverage manager
insurance_job_1003, 501900, Managers in restaurants and hotels
insurance_job_1004, 501910, Front Office Manager
insurance_job_1005, 502000, Party manager
insurance_job_1006, 502200, Director of entertainment services
insurance_job_1007, 502300, Employee in recreational services
insurance_job_1008, 502400, Director in personal services
insurance_job_1009, 502900, Managers in the entertainment services
insurance_job_1010, 503000, Pullman's suitcase holder
insurance_job_1011, 510150, The owner of a restaurant he works in
insurance_job_1012, 510200, The owner of a cafeteria where he works
insurance_job_1013, 510250, The owner of a bar - a bar - works there
insurance_job_1014, 510300, A coffee owner works there
insurance_job_1015, 510350, The owner of a hotel he works in
insurance_job_1016, 510400, Pension owner working in it
insurance_job_1017, 510420, A pharmacy owner works out
insurance_job_1018, 510450, The owner of an entertainment services facility he works in
insurance_job_1019, 510500, The owner of a personal services facility where he works
insurance_job_1020, 510510, Owner and manager of an accounting office
insurance_job_1021, 510600, Car owner
insurance_job_1022, 510700, Real estate owner with less than 250 pounds a year
insurance_job_1023, 510800, 94-77 inherited by an individual facility owner - Ministerial Resolution
insurance_job_1024, 510900, Owners of restaurants -hotels and other facilities
insurance_job_1025, 520200, Supervisor of a public residence - hotel - hospital
insurance_job_1026, 520300, Supervisor of a private residence
insurance_job_1027, 520400, Host - air host
insurance_job_1028, 520410, Crew chief
insurance_job_1029, 520500, Head of class in hotels and hospitals
insurance_job_1030, 520600, Head row on his ship
insurance_job_1031, 520900, Supervisors of the establishment care and hygiene
insurance_job_1032, 530000, kitchen worker
insurance_job_1033, 531000, Head of the Sympathologist
insurance_job_1034, 531100, Deputy head of the kitchen
insurance_job_1035, 531200, Chef - chefs
insurance_job_1036, 531300, Chef - Chef
insurance_job_1037, 531400, Chef - cook - special
insurance_job_1038, 531500, Chef - cooks a ship
insurance_job_1039, 531600, Kababji (meat grill)
insurance_job_1040, 531610, Shawarma grill
insurance_job_1041, 531620, Chicken grill
insurance_job_1042, 531700, My taste
insurance_job_1043, 531800, Frying fish
insurance_job_1044, 531900, Chefs - the others
insurance_job_1045, 532000, Food and beverage supervisor
insurance_job_1046, 532200, Host - host
insurance_job_1047, 532300, Gerson (Food Provider)
insurance_job_1048, 532400, My coffee - buffet worker
insurance_job_1049, 532500, Barman's boot
insurance_job_1050, 532600, My cover
insurance_job_1051, 532900, Gersons and waterers -and the ones
insurance_job_1052, 540200, Home Assistant
insurance_job_1053, 540300, Data - Instructor
insurance_job_1054, 540400, وصيفه
insurance_job_1055, 540500, Accompanying
insurance_job_1056, 540600, Supervisor of the service on deck
insurance_job_1057, 540900, Personal service for families
insurance_job_1058, 551200, Doorman
insurance_job_1059, 551210, Amount and counter
insurance_job_1060, 551300, Mattress - Courier
insurance_job_1061, 551400, Elevator operator
insurance_job_1062, 551500, Water lifting machine operator
insurance_job_1063, 551700, The mosque servant
insurance_job_1064, 551710, Church servant
insurance_job_1065, 551900, Building care workers
insurance_job_1066, 551910, Anavar cleaner and accessories
insurance_job_1067, 551920, Badge worker and wings weight
insurance_job_1068, 551930, Shaker & Termision - Cleaner
insurance_job_1069, 551940, Cleaners are monsters and speculators
insurance_job_1070, 552100, Building and residential cleaning worker
insurance_job_1071, 560100, Ironing and washing agent - general
insurance_job_1072, 560200, Laundry machine operator
insurance_job_1073, 560300, Dry cleaning machine operator
insurance_job_1074, 560400, Washer - washing machine
insurance_job_1075, 560500, Ironing machine operator
insurance_job_1076, 560600, Ironing - ironing - by hand
insurance_job_1077, 560900, Laundry and cleaning workers
insurance_job_1078, 570200, Ladies barber and hairdresser
insurance_job_1079, 570300, Men's barber and hairdresser
insurance_job_1080, 570400, Beauty Specialist
insurance_job_1081, 570500, Bath massager - bag
insurance_job_1082, 570600, Makeup Worker - Make Up
insurance_job_1083, 581200, Fire cop
insurance_job_1084, 581300, Extinguishing technician
insurance_job_1085, 581400, A special firefighter
insurance_job_1086, 581900, Firefighters and rescue
insurance_job_1087, 582200, Policeman
insurance_job_1088, 582400, Police detective - informant
insurance_job_1089, 582900, Police and detectives - others
insurance_job_1090, 583200, Police officer
insurance_job_1091, 583300, Investigation officer
insurance_job_1092, 583400, Fire officer
insurance_job_1093, 583900, Other police officers
insurance_job_1094, 585900, Supervisor security
insurance_job_1095, 586000, Industrial Security Supervisor
insurance_job_1096, 586100, Safe person
insurance_job_1097, 586200, Bodyguard
insurance_job_1098, 589200, Regular sentry
insurance_job_1099, 589300, Private sentry - bodyguard
insurance_job_1100, 589400, jailer
insurance_job_1101, 589900, Security and prevention services workers
insurance_job_1102, 591140, Tourism manager
insurance_job_1103, 591150, Religious Tourism Director
insurance_job_1104, 591190, Tourism representative
insurance_job_1105, 591200, A tour guide
insurance_job_1106, 591250, Tourist program specialist
insurance_job_1107, 591300, Tourist group facilities
insurance_job_1108, 591400, Ground hostess
insurance_job_1109, 591500, Exhibition organizer
insurance_job_1110, 592200, Hanauti
insurance_job_1111, 592300, Laundry
insurance_job_1112, 592400, Educate
insurance_job_1113, 592900, Store and upbringing and from them
insurance_job_1114, 599200, An ambulance
insurance_job_1115, 599220, Mattress tents
insurance_job_1116, 599240, Clothes dyeing agent
insurance_job_1117, 599260, Stable politician
insurance_job_1118, 599280, Saiss Garage
insurance_job_1119, 599300, Car caller
insurance_job_1120, 599320, Bone
insurance_job_1121, 599340, Poor
insurance_job_1122, 599360, Combs
insurance_job_1123, 599380, Hypnotic
insurance_job_1124, 599400, Mine
insurance_job_1125, 599420, Palm reader
insurance_job_1126, 599440, Tattoo maker - ect
insurance_job_1127, 599460, Sweeper
insurance_job_1128, 599480, shoeblack
insurance_job_1129, 599500, Garbage collector
insurance_job_1130, 599510, My magic
insurance_job_1131, 599520, Toilet sweeper
insurance_job_1132, 599900, Other service workers (Marajihi)
insurance_job_1133, 600150, Director of a farm for general production
insurance_job_1134, 600200, Director of a farm plant production
insurance_job_1135, 600250, Director of a farm for animal production
insurance_job_1136, 600300, Farm manager for fish production
insurance_job_1137, 600310, Production Supervisor
insurance_job_1138, 600350, Musharraf farm for public production
insurance_job_1139, 600400, Musharraf farm for plant production
insurance_job_1140, 600450, Musharraf farm for animal production
insurance_job_1141, 600500, Musharraf farm for fish production
insurance_job_1142, 600550, The farmer's supervisor
insurance_job_1143, 600600, Technician - Associate - at his farm for general production
insurance_job_1144, 600650, Technician - Associate - at a farm plant production
insurance_job_1145, 600700, Associate farm technician for animal production
insurance_job_1146, 600710, Animal production plant technician
insurance_job_1147, 600750, Associate technician on farm for fish production
insurance_job_1148, 600900, Farm managers and supervisors
insurance_job_1149, 605600, Head of the Dairy Products Division
insurance_job_1150, 611100, Peasant or farmer - holder - general
insurance_job_1151, 611537, Ready meals
insurance_job_1152, 612200, Peasant or farmer - holder - specialized in vegetables
insurance_job_1153, 612300, Peasant - farmer - holder - specialized in plants
insurance_job_1154, 612400, A farmer or farmer - a holder - specialized in fruit
insurance_job_1155, 612500, Peasant or farmer - holder - specializing in nurseries
insurance_job_1156, 612600, Peasant - farmer - holder - specialized in animal husbandry
insurance_job_1157, 612900, Peasants and farmers - holders
insurance_job_1158, 620000, Criminals
insurance_job_1159, 621100, Agriculture worker - general
insurance_job_1160, 621200, Abnormal agent - Madrawi
insurance_job_1161, 621300, Sifting worker - sieves - blaster
insurance_job_1162, 621400, Khouly - An infrared resource
insurance_job_1163, 621900, Non-specialized agricultural workers
insurance_job_1164, 622100, Field crop cultivation worker
insurance_job_1165, 623100, Fruit planting agent
insurance_job_1166, 623212, Selling decorative items
insurance_job_1167, 624100, Animal breeder Claf
insurance_job_1168, 624200, Sheep breeder - sheep
insurance_job_1169, 624300, Farrier
insurance_job_1170, 624400, A livestock keeper
insurance_job_1171, 624500, Veterinary Tomerji
insurance_job_1172, 624600, Livestock and sheep
insurance_job_1173, 624900, Animal husbandry workers - others
insurance_job_1174, 625100, Dairy farm worker - general
insurance_job_1175, 625300, Milking agent milk yogurt - Hallab
insurance_job_1176, 625900, Dairy farm workers - others
insurance_job_1177, 626100, Poultry farm worker - general
insurance_job_1178, 626200, Automatic hatchery worker
insurance_job_1179, 626300, Traditional hatchery lab worker
insurance_job_1180, 627200, Nursery worker
insurance_job_1181, 627400, Decorative garden worker
insurance_job_1182, 628200, Agricultural tractor driver
insurance_job_1183, 628300, Irrigation machine operator
insurance_job_1184, 628400, Study machine operator
insurance_job_1185, 628500, Spray motor operator
insurance_job_1186, 628900, Agricultural machinery operation workers
insurance_job_1187, 629200, Slender - Reyes Bee
insurance_job_1188, 629300, Silkworm breeder
insurance_job_1189, 629400, Fruit evaporation worker
insurance_job_1190, 629500, Experimental operator - experiment observer
insurance_job_1191, 629600, Bahari with irrigation engineering - Munasib Monitor
insurance_job_1192, 629700, Dalal area - measurement
insurance_job_1193, 629900, Agricultural workers and animal husbandry and related matters
insurance_job_1194, 641200, Fisherman nets and woven
insurance_job_1195, 641300, A fisherman with boats to him
insurance_job_1196, 641400, A sponge plunger
insurance_job_1197, 641500, The oyster and crustacean hunter
insurance_job_1198, 641900, Other fishermen
insurance_job_1199, 642100, Fisherman
insurance_job_1200, 642200, Bird hunter
insurance_job_1201, 699900, Craftsman head
insurance_job_1202, 700000, Observer or supervisor
insurance_job_1203, 700001, Electricity Observer
insurance_job_1204, 700002, Maintenance note
insurance_job_1205, 700010, Observed or supervised in coal extraction
insurance_job_1206, 700020, Observed or supervised in iron extraction
insurance_job_1207, 700030, Observer or supervisor in the extraction of materials
insurance_job_1208, 700040, Observer or supervisor in petroleum operations
insurance_job_1209, 700050, Observer or supervisor in oil drilling
insurance_job_1210, 700060, Observer or supervisor of quarry operations
insurance_job_1211, 700070, Observer or supervisor in the operations of navigation
insurance_job_1212, 700080, Observer or supervisor in drilling water wells
insurance_job_1213, 700100, Observer or supervisor in the high oven
insurance_job_1214, 700110, Observer or supervisor in steel preparation furnaces
insurance_job_1215, 700120, Observer or supervisor in metal preparation furnaces
insurance_job_1216, 700130, Observer or supervisor in the rolling of minerals
insurance_job_1217, 700140, Observer or supervisor in metal melting furnaces
insurance_job_1218, 700150, Observer or supervisor in the plumbing of metals
insurance_job_1219, 700160, Observer or supervisor in heat treatment
insurance_job_1220, 700170, Observing or supervising the withdrawal of minerals
insurance_job_1221, 700180, Observer or supervisor in the metal coating
insurance_job_1222, 700200, Observer or supervisor in the chemical industries
insurance_job_1223, 700210, Observer or supervisor in the cement industry
insurance_job_1224, 700220, Observer or supervisor of oil refining
insurance_job_1225, 700230, Petroleum pipeline designer
insurance_job_1226, 700250, Observer or supervisor in the operation and repair of metal products
insurance_job_1227, 700260, Observer or supervisor in the work of refrigerator
insurance_job_1228, 700270, Observing or supervising the operation of machines
insurance_job_1229, 700280, Observer or supervisor in the blacksmith
insurance_job_1230, 700290, Observer or supervisor in welding
insurance_job_1231, 700300, Observer or supervisor in the works of iron sheet
insurance_job_1232, 700310, Observer or supervisor in the car industry
insurance_job_1233, 700320, Observer or supervisor in the motorcycle industry
insurance_job_1234, 700330, Observer or supervisor in the aircraft industry
insurance_job_1235, 700340, Observer or supervisor in the transport industry
insurance_job_1236, 700350, Observer or supervisor in the manufacture and repair of ships
insurance_job_1237, 700360, Observer or supervisor in the manufacture of machines except electrical
insurance_job_1238, 700370, Observer or supervisor in the hardware industry
